,trigram,n
487,stated uk death,1
563,uks coronavirus modelling,1
17,argued manx government,1
19,asked sign coronavirus,1
20,assess earnings data,1
566,underlying data assumptions,1
565,underestimated deadly impact,1
564,uncomfortable leaving home,1
559,uk office national,1
29,benefit economy going,1
557,uk highest coronavirus,1
556,uk health dept,1
555,uk government warning,1
554,uk death toll,1
552,two weeks since,1
551,tuesday said people,1
15,announcing new government,1
574,used assess earnings,1
576,value courses courses,1
579,vital support tenants,1
10,allow discredited private,1
581,warning sort centralised,1
6,advice changes science,1
585,weeks since launch,1
586,well exact science,1
588,well worth reading,1
589,wellbeing calls read,1
590,weve received scotgov,1
4,actually mean please,1
593,with coronavirus distinction,1
596,worth reading many,1
600,would uncomfortable leaving,1
601,wrongly stated uk,1
26,began midmarch coronavirus,1
542,track movements crisis,1
488,statistics itv news,1
498,strong criticism uks,1
47,changes models change,1
507,system collecting data,1
505,support tenants includes,1
48,changes science well,1
503,sunday chosen announcing,1
501,suggested threat time,1
497,stop hiding modelling,1
32,bn two weeks,1
495,statistics tuesday said,1
55,chosen announcing new,1
56,clean data either,1
491,statistics reports country,1
490,statistics perfectly fine,1
489,statistics official figures,1
46,change advice changes,1
511,talk low value,1
45,centralised system collecting,1
515,tenants includes food,1
40,calls read full,1
445,retention scheme revealed,1
522,theinconversation rachel_hewitt_ government,1
526,threat government insists,1
527,threat time low,1
530,time data collected,1
531,time low data,1
35,brits say would,1
534,toll europe according,1
535,toll far higher,1
33,breach revealing details,1
537,topups hot meals,1
538,tories horrifically incompetent,1
446,reuters well worth,1
398,polling data says,1
444,retention scheme cost,1
266,ignored threat government,1
275,insists followed science,1
158,debated argued manx,1
160,deliver vital support,1
271,includes food parcels,1
161,dept figures underestimated,1
164,details migrants remember,1
268,impact coronavirus office,1
265,ie day pmqs,1
277,investigates data breach,1
262,hot meals wellbeing,1
261,horrifically incompetent buffoons,1
260,home even government,1
258,highest coronavirus death,1
257,higher reported government,1
256,hiding modelling publish,1
172,discredited private companies,1
276,international comparisons coronavirus,1
280,italys equivalent uk,1
140,data showed uk,1
299,low value courses,1
308,many people wrongly,1
305,many brits say,1
304,manx government needs,1
149,deadly impact coronavirus,1
302,making international comparisons,1
1,according statistics hmrc,1
300,lucywatsonitv explains figure,1
298,low data changes,1
281,itv news correspondent,1
151,death toll europe,1
152,death toll far,1
293,lifted coronavirus restrictions,1
292,letter uk government,1
291,leaving home even,1
288,launch according statistics,1
155,death toll worse,1
249,health dept figures,1
174,distinction crucial medicine,1
246,handling next stage,1
208,followed science science,1
184,europe according official,1
215,funny making international,1
214,full press release,1
186,even government lifted,1
211,fuel data topups,1
187,even inappropriate coronavirus,1
209,food parcels fuel,1
206,fine numbers started,1
176,dying of coronavirus,1
204,figures underestimated deadly,1
203,figures actually mean,1
202,feels even inappropriate,1
189,experts penned open,1
200,far higher reported,1
190,explains figure calculated,1
191,explains sunday chosen,1
218,give time data,1
221,going allow discredited,1
222,going clean data,1
223,going used assess,1
177,dying with coronavirus,1
178,earnings data feels,1
242,government warning sort,1
241,government talk low,1
179,economy going used,1
239,government reuters well,1
236,government plan handling,1
234,government needs stop,1
182,equivalent uk office,1
231,government lifted coronavirus,1
230,government investigates data,1
229,government insists followed,1
228,government ignored threat,1
227,government going allow,1
225,government coronavirus job,1
142,data topups hot,1
314,meals wellbeing calls,1
443,restrictions month polling,1
393,plan handling next,1
405,press release request,1
93,coronavirus restrictions month,1
195,facilitate mission creep,1
94,coronavirus statistics perfectly,1
96,coronavirus tracker app,1
395,pm explains sunday,1
97,correspondent lucywatsonitv explains,1
392,place monday ie,1
90,coronavirus office national,1
98,cost bn two,1
99,cost coronavirus job,1
389,perfectly fine numbers,1
100,could facilitate mission,1
387,people wrongly stated,1
103,country coronavirus death,1
104,courses benefit economy,1
407,private companies track,1
89,coronavirus modelling science,1
315,mean please read,1
427,reading many people,1
74,continue deliver vital,1
439,request help visit,1
437,reports country coronavirus,1
436,reported government reuters,1
434,remember asked sign,1
433,release request help,1
429,received scotgov continue,1
426,read full press,1
413,public open scrutiny,1
82,coronavirus covid19 london,1
84,coronavirus distinction crucial,1
421,raised security concerns,1
420,rachel_hewitt_ government talk,1
85,coronavirus dying with,1
417,publish underlying data,1
87,coronavirus give time,1
105,courses courses benefit,1
378,penned open letter,1
375,parcels fuel data,1
329,modelling science public,1
127,data breach revealing,1
336,national statistics reports,1
128,data changes models,1
334,movements crisis going,1
332,month polling data,1
331,monday ie day,1
330,models change advice,1
328,modelling publish underlying,1
111,covid19 london wednesdaymorning,1
129,data collected measures,1
130,data could facilitate,1
321,migrants remember asked,1
135,data feels even,1
319,midmarch coronavirus covid19,1
317,medicine statistics official,1
316,measures come place,1
338,national statistics tuesday,1
126,data assumptions analysis,1
341,needs stop hiding,1
344,new government plan,1
371,open scrutiny debated,1
370,open letter uk,1
368,official statistics itv,1
367,official figures actually,1
365,official data showed,1
115,crisis going clean,1
362,of coronavirus dying,1
116,criticism uks coronavirus,1
360,numbers started exposing,1
117,critics say government,1
118,crucial medicine statistics,1
122,cybersecurity experts penned,1
351,next stage coronavirus,1
349,news correspondent lucywatsonitv,1
346,new pm explains,1
0,according official statistics,1
