id_str,user_id_str,in_reply_to_status_id_str,in_reply_to_user_id_str,created_at,in_reply_to_screen_name,source,user_name,user_screen_name,user_created_at,user_statuses_count,user_description,user_location,user_verified,user_followers_count,user_friends_count,user_url,text,entities_hashtags,entities_urls,entities_user_mentions,retweeted_status_id
1258355581729099777,405194428,,,2020-05-07 11:18:44,,Twitter for iPhone,gary #FBPE,gweston7,Sat Nov 05 00:11:32 +0000 2011,46501,#FBPE,#Manchesterismyheaven,False,1190,1512,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258351612197842944,502762980,,,2020-05-07 11:02:58,,Twitter for iPhone,Jim Blair 💙💚💜 Learning Disability Nurse,jimgblair,Sat Feb 25 09:40:00 +0000 2012,48670,"ClinAdvLD@TheQNI&NHSE/I,IndepConsultantNurseLD,Patron,@DanceSyndrome,AssProfLDHonLDKUSG,VngFellLSBU,SLHoncityuni,AdvGuernsey,LDTutor@citylit,ViceChair@RCNLondon",London EUROPE,False,3833,2067,https://t.co/dImlwRcIIJ,"We urgently need full data transparency to understand the impacts of COVID-19 on disabled people, and to inform current and future service planning https://t.co/vmwfsCxO7K @VODGmembership",[],[],"[{'screen_name': 'rhidianhughes', 'name': 'Rhidian Hughes', 'id': 124597100, 'id_str': '124597100', 'indices': [3, 17]}]",1258086521556606978
1258349271105130496,14758838,,,2020-05-07 10:53:39,,Twitter Web App,Damian Collins,DamianCollins,Tue May 13 13:48:34 +0000 2008,9433,Member of Parliament for Folkestone & Hythe email - damian.collins.mp@parliament.uk and co-founder of @infotagion - combating disinformation on COVID-19,Folkestone,True,28630,8219,https://t.co/daIqgK05KY,"It's not suprising polls find the public would back the government requiring tougher action from tech companies against COVID-19 fake news, when @Ofcom report 50% of people believe they've been exposed to this disinformation in the last week. @infotagion https://t.co/nLIbckCr7z",[],"[{'url': 'https://t.co/nLIbckCr7z', 'expanded_url': 'https://www.ofcom.org.uk/research-and-data/tv-radio-and-on-demand/news-media/coronavirus-news-consumption-attitudes-behaviour', 'display_url': 'ofcom.org.uk/research-and-d…', 'indices': [255, 278]}]","[{'screen_name': 'Ofcom', 'name': 'Ofcom', 'id': 18689388, 'id_str': '18689388', 'indices': [145, 151]}, {'screen_name': 'infotagion', 'name': 'infotagion', 'id': 1240205830563258369, 'id_str': '1240205830563258369', 'indices': [243, 254]}]",
1258348509025185792,723411836704448512,,,2020-05-07 10:50:38,,Twitter Web App,Kari Gerstheimer,KGerstheimer,Fri Apr 22 07:23:17 +0000 2016,1240,Proud to be CEO of Access Social Care:  helping people with support needs get the social care they have a right to,"Nailsworth, England",False,481,396,https://t.co/dfRxceZq45,"We urgently need full data transparency to understand the impacts of COVID-19 on disabled people, and to inform current and future service planning https://t.co/vmwfsCxO7K @VODGmembership",[],[],"[{'screen_name': 'rhidianhughes', 'name': 'Rhidian Hughes', 'id': 124597100, 'id_str': '124597100', 'indices': [3, 17]}]",1258086521556606978
1258347113076994049,185695742,1258346203923832832,1015693838151798785,2020-05-07 10:45:05,BrocqSarah,Twitter for iPhone,Phil Seymour 🎙,announcerphil,Wed Sep 01 16:24:34 +0000 2010,58726,"Dad, MC for @weareWST on @itvsport, Ring Announcer for @WOSWrestling on @itv, stadium announcer for @WTrinityRL, licensed pro boxing MC, among other things!",York,False,4832,1327,https://t.co/2N4JABvNr4,"@BrocqSarah There is, potentially, a huge mental health crisis coming on the back of coronavirus, and people who are overweight and obese will suffer more than most. The government needs to think people and not statistics sooner rather than later, agree 100% Sarah",[],[],"[{'screen_name': 'BrocqSarah', 'name': 'Sarah Le Brocq', 'id': 1015693838151798785, 'id_str': '1015693838151798785', 'indices': [0, 11]}]",
1258346891995160581,13730512,,,2020-05-07 10:44:12,,Twitter Web App,Mark O May,markOmay,Wed Feb 20 17:37:14 +0000 2008,3437,,Germany,False,57,649,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258344141748125696,258842582,1258332264037060608,258842582,2020-05-07 10:33:16,TonuBasu,Twitter Web App,Tonu Basu,TonuBasu,Mon Feb 28 16:32:48 +0000 2011,3288,"Deputy Director, Policy Areas @opengovpart| Board @sns_india| Former @ImpInvPolicy @Kennedy_School @PRSLegislative @MediaLSE. Tweets on opengov, London & India.","London, England",False,1017,2042,https://t.co/qzfWFTKQtd,"Yesterday, we had a fantastic discussion with close to 200 participants on #COVID19 policy responses re #opendata &amp; #Righttoinfo, in collab w/ @opendatacharter @Access_Info. For more #opendata egs &amp; recommendations check out https://t.co/jhKMw3dn6T  (h/t  also to @idatosabiertos)","[{'text': 'COVID19', 'indices': [75, 83]}, {'text': 'opendata', 'indices': [104, 113]}, {'text': 'Righttoinfo', 'indices': [120, 132]}, {'text': 'opendata', 'indices': [187, 196]}]","[{'url': 'https://t.co/jhKMw3dn6T', 'expanded_url': 'https://www.opengovpartnership.org/documents/a-guide-to-open-government-and-the-coronavirus-open-data/', 'display_url': 'opengovpartnership.org/documents/a-gu…', 'indices': [233, 256]}]","[{'screen_name': 'opendatacharter', 'name': 'Open Data Charter', 'id': 3251759104, 'id_str': '3251759104', 'indices': [147, 163]}, {'screen_name': 'Access_Info', 'name': 'Access Info Europe', 'id': 138467892, 'id_str': '138467892', 'indices': [164, 176]}, {'screen_name': 'idatosabiertos', 'name': 'idatosabiertos', 'id': 1224415620952920066, 'id_str': '1224415620952920066', 'indices': [272, 287]}]",
1258334351386968069,234303932,,,2020-05-07 09:54:22,,Twitter Web App,Winchester Antiquarian Books,winchester_book,Wed Jan 05 09:47:26 +0000 2011,42196,"Seller of antiquarian & old books. At The Winchester Bookshop for 29 years.Books,birds,trains,London,Portugal, eclectic opinions.Retweets do not imply approval.",Winton UK/Portugal at times,False,2293,1452,https://t.co/smQl1E3mBX,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258328788519260160,1072951520147243008,1258327655943942145,471287735,2020-05-07 09:32:16,GaryLineker,Twitter for Android,Tom,podcast_journey,Wed Dec 12 20:29:11 +0000 2018,7036,"We need more positiveness in the world! Ignore the media, hound the Tories for their lies, but most importantly be happy! :)",United Kingdom,False,95,124,,"@GaryLineker The fact the media are covering up the no of new cases per day is criminal. After this is over - huge nos of the media - including some at the BBC and the government need to face criminal charges. It is NOT safe to end lockdown:

https://t.co/bn8vedItTZ",[],"[{'url': 'https://t.co/bn8vedItTZ', 'expanded_url': 'https://coronavirus.data.gov.uk/', 'display_url': 'coronavirus.data.gov.uk', 'indices': [243, 266]}]","[{'screen_name': 'GaryLineker', 'name': 'Gary Lineker', 'id': 471287735, 'id_str': '471287735', 'indices': [0, 12]}]",
1258328783297396736,771642148433252352,,,2020-05-07 09:32:15,,Twitter for iPhone,Billy Davis,BDavisBriz,Fri Sep 02 09:33:19 +0000 2016,14487,Work in Policy | Volunteer Researcher @Hftonline | #InclusiveGrowth💹 #Devolution🗳 #LocalGov🏛 #Disabilities♿ #FashionStudies👠 | Views = Mine RT ≠ endorsement,"Bristol, England",False,741,952,,"“We are calling for full data transparency for all groups, as the health and care system responds to the #COVID19 pandemic…"" @VODGmembership 
https://t.co/ClQZed8HSB","[{'text': 'COVID19', 'indices': [125, 133]}]",[],"[{'screen_name': 'VODGmembership', 'name': 'V O D G', 'id': 328661960, 'id_str': '328661960', 'indices': [3, 18]}]",1258298351944118273
1258328217758371841,948472212,,,2020-05-07 09:30:00,,TweetDeck,Zoe Drewett,zoelouisedrew,Wed Nov 14 20:52:58 +0000 2012,2976,Deputy News Editor @MetroUK,London,True,1409,1009,,"Black men and women are four times more likely to die of coronavirus than white men and women, new @ONS data shows 

Calls grow for the Government to investigate why people from BAME backgrounds are disproportionately affected:

https://t.co/n7zDHCZUiA via @MetroUK",[],"[{'url': 'https://t.co/n7zDHCZUiA', 'expanded_url': 'https://metro.co.uk/2020/05/07/black-people-four-times-likely-die-coronavirus-12666537/?ito=article.desktop.share.top.twitter', 'display_url': 'metro.co.uk/2020/05/07/bla…', 'indices': [229, 252]}]","[{'screen_name': 'ONS', 'name': 'Office for National Statistics (ONS)', 'id': 219275799, 'id_str': '219275799', 'indices': [99, 103]}, {'screen_name': 'MetroUK', 'name': 'Metro', 'id': 138749160, 'id_str': '138749160', 'indices': [257, 265]}]",
1258325643617619968,23476423,,,2020-05-07 09:19:46,,Twitter for iPhone,Lady Peeps,peeps160,Mon Mar 09 18:32:35 +0000 2009,71695,twitter convert,scotland,False,579,129,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258325162941919233,217414942,,,2020-05-07 09:17:52,,Twitter Web App,Anealla,anealla,Fri Nov 19 13:28:59 +0000 2010,1612,Digital Editor for Europe at Al Jazeera.,London,True,6966,2015,,"UK's official statistics agency: Black people 4+ times more likely to die of coronavirus than white people 

The Telegraph: Stop playing the race card! https://t.co/D8dKZAgqil",[],[],[],
1258323614887182336,2149168791,,,2020-05-07 09:11:42,,Twitter Web App,Gill,Fgh22Gill,Wed Oct 23 03:59:23 +0000 2013,152017,"""The fact that we are here & that I speak these words is an attempt to  break that silence & bridge some of those differences between us"" Audre Lorde🌹RTx=agree",,False,1830,2346,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258321020550819840,27247536,,,2020-05-07 09:01:24,,Hootsuite Inc.,DMA UK,DMA_UK,Sat Mar 28 15:32:18 +0000 2009,28769,The driving force of intelligent marketing.,London,False,19177,9156,https://t.co/w13highoyb,"To support our Members and the UK’s data &amp; marketing community through turbulent times, the DMA offers #Coronavirus: Advice and Help. Access coverage of UK Government updates to business - with DMA reaction and insight – to keep you aware and informed. 

https://t.co/uR5RODMIDX https://t.co/fdOzEsQxFn","[{'text': 'Coronavirus', 'indices': [107, 119]}]","[{'url': 'https://t.co/uR5RODMIDX', 'expanded_url': 'https://bit.ly/2ydjf44', 'display_url': 'bit.ly/2ydjf44', 'indices': [259, 282]}]",[],
1258320460548358145,2472803726,,,2020-05-07 08:59:10,,CinchTweet Even,Dating Tips,datingtipsrvw,Thu May 01 17:22:47 +0000 2014,7878,We want help you to find your mate and preserve your relationship for many years.,,False,1155,4360,http://t.co/546uCehnjz,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258320224513818624,805186105,,,2020-05-07 08:58:14,,Twitter for iPad,Simon B52 #FBPE ⚫️🇬🇧🇪🇺,simonsbrierley,Wed Sep 05 18:59:34 +0000 2012,11171,"Social Dem, 3rd Sec Worker Culture & Politics obsessive. Music nut.  Owner of tinned food","South Coast, Uk",False,1003,1593,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258312522991644672,1223148673896538114,,,2020-05-07 08:27:38,,Twitter for iPhone,MrScottWatkin,mrscottwatkin,Fri Jan 31 07:39:24 +0000 2020,540,Leading the engagement programme @seeability social care issues speaking up for a more inclusive society views are my own,,False,327,997,,"“We are calling for full data transparency for all groups, as the health and care system responds to the #COVID19 pandemic…"" @VODGmembership 
https://t.co/ClQZed8HSB","[{'text': 'COVID19', 'indices': [125, 133]}]",[],"[{'screen_name': 'VODGmembership', 'name': 'V O D G', 'id': 328661960, 'id_str': '328661960', 'indices': [3, 18]}]",1258298351944118273
1258311960439009280,8750162,,,2020-05-07 08:25:24,,TweetDeck,David Barrie,davidbarrie,Sat Sep 08 18:56:30 +0000 2007,12568,Urban development creative. Impact entrepreneur. Ex-TV PD/Exec. Founder @YourGameAcademy WildBlueKC @_onRedchurch @TPSLondon,"London, England",False,4919,5299,https://t.co/K1xIMX4hhx,"UK is experiencing outburst of civic-mindedness. How to make it last? ""Official statistics show that 22% of Britons now belong to some form of community support group, with more than a third of them joining since covid-19 began to spread."" https://t.co/2RinnwcPfE",[],"[{'url': 'https://t.co/2RinnwcPfE', 'expanded_url': 'https://www.economist.com/britain/2020/04/25/official-data-suggest-britons-are-learning-to-help-each-other', 'display_url': 'economist.com/britain/2020/0…', 'indices': [240, 263]}]",[],
1258311435479851008,2381800687,,,2020-05-07 08:23:19,,Twitter Web App,Aileen Brady,ThoughtNought,Mon Mar 10 08:36:20 +0000 2014,4846,,,False,36,341,,"The government revised their transport  data for the #covid19 lockdown period yesterday, so we've updated our chart. 

Car use up, walking and cycling down.  More: https://t.co/VT7rYNg1T1 https://t.co/pXZdc67MHu","[{'text': 'covid19', 'indices': [69, 77]}]",[],"[{'screen_name': 'FerretScot', 'name': 'The Ferret', 'id': 1622921738, 'id_str': '1622921738', 'indices': [3, 14]}]",1258304509148909568
1258311004498378754,179889263,,,2020-05-07 08:21:36,,Twitter for iPhone,Jennifer D Mueller,JenDMuller,Wed Aug 18 10:08:47 +0000 2010,4887,"Storyteller. Bookworm. Wannabe intrepid explorer. Loves happy & quirky things, nature, music, sports, food. Cares about all creatures great & small. Christian.",Shires (Chilterns) & London,False,258,385,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258310610196013056,919462270853410816,,,2020-05-07 08:20:02,,Buffer,Crystallised,crystalliseduk,Sun Oct 15 07:17:42 +0000 2017,1988,"💜 Marketing, PR, events & allyship for ethically, culturally, artistically or socially motivated organisations. Real Living Wage employer. #PurposeBeforeProfit",England,False,1154,1578,https://t.co/zBFuze8sOV,"Many Brits say they would be uncomfortable leaving home even if government lifted coronavirus restrictions in a month, polling data says

https://t.co/rj2rvvKurt",[],[],"[{'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': 612473, 'id_str': '612473', 'indices': [3, 11]}]",1256109145306157057
1258309739378880512,735385373094875137,,,2020-05-07 08:16:34,,Twitter Web App,Donnamob,Donnamob293,Wed May 25 08:21:50 +0000 2016,1052,,,False,91,435,,"“We are calling for full data transparency for all groups, as the health and care system responds to the #COVID19 pandemic…"" @VODGmembership 
https://t.co/ClQZed8HSB","[{'text': 'COVID19', 'indices': [125, 133]}]",[],"[{'screen_name': 'VODGmembership', 'name': 'V O D G', 'id': 328661960, 'id_str': '328661960', 'indices': [3, 18]}]",1258298351944118273
1258309083796582400,320301258,,,2020-05-07 08:13:58,,Twitter for Android,@basilatwork,basilatwork,Sun Jun 19 17:29:36 +0000 2011,8809,All views are personal - obviously.,,False,155,148,,"The government revised their transport  data for the #covid19 lockdown period yesterday, so we've updated our chart. 

Car use up, walking and cycling down.  More: https://t.co/VT7rYNg1T1 https://t.co/pXZdc67MHu","[{'text': 'covid19', 'indices': [69, 77]}]",[],"[{'screen_name': 'FerretScot', 'name': 'The Ferret', 'id': 1622921738, 'id_str': '1622921738', 'indices': [3, 14]}]",1258304509148909568
1258308732288749569,627227732,,,2020-05-07 08:12:34,,Twitter for iPhone,David Lance #FBPE #WATON,DavidLance3,Thu Jul 05 09:23:22 +0000 2012,751297,"likes acting, music & video games. My 2nd Instagram profile's called BOSS DEATHS! (currently and online activist, nuisance & on the edge of ending it",,False,2161,5001,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258307433501544453,282483166,,,2020-05-07 08:07:25,,Twitter Web App,Performing Monkey,PerformMonkey,Fri Apr 15 09:02:03 +0000 2011,65666,"Living and working in the heart of Europe.  Not so sure how I ended up here, but now that I'm here.....",Vienna,False,374,1571,https://t.co/pB9uQ8xZ83,"The government revised their transport  data for the #covid19 lockdown period yesterday, so we've updated our chart. 

Car use up, walking and cycling down.  More: https://t.co/VT7rYNg1T1 https://t.co/pXZdc67MHu","[{'text': 'covid19', 'indices': [69, 77]}]",[],"[{'screen_name': 'FerretScot', 'name': 'The Ferret', 'id': 1622921738, 'id_str': '1622921738', 'indices': [3, 14]}]",1258304509148909568
1258306872349769728,1047386598617300992,,,2020-05-07 08:05:11,,Twitter for iPhone,Lisa Arnell,LisaArnell8,Wed Oct 03 07:23:19 +0000 2018,14095,,,False,61,663,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
1258306240968560641,14755018,,,2020-05-07 08:02:40,,Twitter Web App,Neil G Campbell,Neil_Campbell,Tue May 13 05:09:36 +0000 2008,14731,"International Scotsman, Dunfermline, Dortmund.","Dortmund, Germany",False,320,469,,"The government revised their transport  data for the #covid19 lockdown period yesterday, so we've updated our chart. 

Car use up, walking and cycling down.  More: https://t.co/VT7rYNg1T1 https://t.co/pXZdc67MHu","[{'text': 'covid19', 'indices': [69, 77]}]",[],"[{'screen_name': 'FerretScot', 'name': 'The Ferret', 'id': 1622921738, 'id_str': '1622921738', 'indices': [3, 14]}]",1258304509148909568
1258306233699840001,913439744,,,2020-05-07 08:02:38,,Twitter for Android,Geraint Williams,geraintx86,Mon Oct 29 23:14:13 +0000 2012,43535,,,False,361,134,,"Based on traffic data, observations, polling, and speaking to a range of people, for many the lockdown is already over because the government messaging many people that impression.

Subsequently, we should expect a much harsher second peak of the coronavirus and COVID19 deaths.",[],[],"[{'screen_name': 'peoptog', 'name': 'People Together', 'id': 1238466373791166465, 'id_str': '1238466373791166465', 'indices': [3, 11]}]",1258302230853226496
